Country,Partner Name,Trade Flow,Product Group,Indicator,Year,Amount,TII,TII Score
United States,India,Import,  All Products,Import (US$ Thousand),2000,10686244.18,TII,0.576102276
United States,Iran,Import,  All Products,Import (US$ Thousand),2000,168771.054,TII,0.008011616
United States,Iraq,Import,  All Products,Import (US$ Thousand),2000,6065850.854,TII,0.021689736
United States,Israel,Import,  All Products,Import (US$ Thousand),2000,12964244.41,TII,1.474546663
United States,Japan,Import,  All Products,Import (US$ Thousand),2000,146479386.8,TII,1.698486852
United States,South Korea,Import,  All Products,Import (US$ Thousand),2000,40307624,TII,1.771713161
United States,Myanmar,Import,  All Products,Import (US$ Thousand),2000,470650.462,TII,0.054475064
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2000,2166761.514,TII,0.456574685
United States,Qatar,Import,  All Products,Import (US$ Thousand),2000,485571.695,TII,0.448043344
United States,Russia,Import,  All Products,Import (US$ Thousand),2000,7658130.131,TII,0.298497088
United States,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2000,14364708.95,TII,1.318860923
United States,Turkiye,Import,  All Products,Import (US$ Thousand),2000,3041421.261,TII,0.434055679
United States,UAE,Import,  All Products,Import (US$ Thousand),2000,971334.842,TII,0.449971132
United States,Viet Nam,Import,  All Products,Import (US$ Thousand),2000,821430.464,TII,0.220203641
Russia, World,Import,  All Products,Import (US$ Thousand),2000,75569014.53,TII,1
Russia,Afghanistan,Import,  All Products,Import (US$ Thousand),2000,4136.784,TII,1.168120122
Russia,Bangladesh,Import,  All Products,Import (US$ Thousand),2000,10983.501,TII,0.829858389
Russia,Belarus,Import,  All Products,Import (US$ Thousand),2000,6484977,TII,41.72675974
Russia,China,Import,  All Products,Import (US$ Thousand),2000,4746229.494,TII,1.579128732
Russia,India,Import,  All Products,Import (US$ Thousand),2000,651248.834,TII,1.288719807
Russia,Iraq,Import,  All Products,Import (US$ Thousand),2000,7.776,TII,1.41508313
Russia,Israel,Import,  All Products,Import (US$ Thousand),2000,208799.492,TII,1.508681791
Russia,Japan,Import,  All Products,Import (US$ Thousand),2000,3940935.843,TII,0.548458629
Russia,Myanmar,Import,  All Products,Import (US$ Thousand),2000,1664.46,TII,0.089372226
Russia,Pakistan,Import,  All Products,Import (US$ Thousand),2000,24633.047,TII,0.469612187
Russia,Qatar,Import,  All Products,Import (US$ Thousand),2000,4.559,TII,0.000180645
Russia,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2000,5514.798,TII,0.088796797
Russia,Turkiye,Import,  All Products,Import (US$ Thousand),2000,1231148.642,TII,2.741579951
Russia,United States,Import,  All Products,Import (US$ Thousand),2000,3207211.786,TII,0.234206246
Russia,Viet Nam,Import,  All Products,Import (US$ Thousand),2000,100536.546,TII,0.763010196
Russia, World,Export,  All Products,Export (US$ Thousand),2000,181600379.2,TII,1
Russia,Afghanistan,Export,  All Products,Export (US$ Thousand),2000,75941.372,TII,1.168120122
Russia,Bangladesh,Export,  All Products,Export (US$ Thousand),2000,60051.417,TII,0.829858389
Russia,Belarus,Export,  All Products,Export (US$ Thousand),2000,11219191,TII,41.72675974
Russia,China,Export,  All Products,Export (US$ Thousand),2000,10105068.54,TII,1.579128732
Russia,India,Export,  All Products,Export (US$ Thousand),2000,2502042.821,TII,1.288719807
Russia,Iraq,Export,  All Products,Export (US$ Thousand),2000,205812.007,TII,1.41508313
Russia,Israel,Export,  All Products,Export (US$ Thousand),2000,1437284.784,TII,1.508681791
Russia,Japan,Export,  All Products,Export (US$ Thousand),2000,3403887.816,TII,0.548458629
Russia,Myanmar,Export,  All Products,Export (US$ Thousand),2000,23194.65,TII,0.089372226
Russia,Pakistan,Export,  All Products,Export (US$ Thousand),2000,226757.972,TII,0.469612187
Russia,Qatar,Export,  All Products,Export (US$ Thousand),2000,17526.315,TII,0.000180645
Russia,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2000,138177.154,TII,0.088796797
Russia,Turkiye,Export,  All Products,Export (US$ Thousand),2000,7440237.951,TII,2.741579951
Russia,United States,Export,  All Products,Export (US$ Thousand),2000,6625955.25,TII,0.234206246
Russia,Viet Nam,Export,  All Products,Export (US$ Thousand),2000,707485.544,TII,0.763010196
China, World,Import,  All Products,Import (US$ Thousand),2001,243552880.6,TII,1
China,Afghanistan,Import,  All Products,Import (US$ Thousand),2001,161.597,TII,0.899720095
China,Bangladesh,Import,  All Products,Import (US$ Thousand),2001,16699.463,TII,3.074180721
China,Belarus,Import,  All Products,Import (US$ Thousand),2001,34505.322,TII,0.024258856
China,Egypt,Import,  All Products,Import (US$ Thousand),2001,80318.329,TII,0.933443552
China,India,Import,  All Products,Import (US$ Thousand),2001,1699093.454,TII,0.904164254
China,Iran,Import,  All Products,Import (US$ Thousand),2001,2423970.664,TII,0.976429494
China,Iraq,Import,  All Products,Import (US$ Thousand),2001,73021.551,TII,1.370176884
China,Israel,Import,  All Products,Import (US$ Thousand),2001,483240.18,TII,0.498260442
China,Japan,Import,  All Products,Import (US$ Thousand),2001,42787308.14,TII,3.510277977
China,South Korea,Import,  All Products,Import (US$ Thousand),2001,23376945.4,TII,2.530229403
China,Myanmar,Import,  All Products,Import (US$ Thousand),2001,134188.026,TII,5.082399582
China,Pakistan,Import,  All Products,Import (US$ Thousand),2001,581873.575,TII,2.273100515
China,Qatar,Import,  All Products,Import (US$ Thousand),2001,377048.405,TII,0.158632621
China,Russia,Import,  All Products,Import (US$ Thousand),2001,7958794.51,TII,0.866403575
China,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2001,2715895.298,TII,0.771006387
China,Turkiye,Import,  All Products,Import (US$ Thousand),2001,230937.591,TII,0.31381193
China,UAE,Import,  All Products,Import (US$ Thousand),2001,447609.537,TII,1.195317774
China,United States,Import,  All Products,Import (US$ Thousand),2001,26217375.16,TII,1.095072769
China,Viet Nam,Import,  All Products,Import (US$ Thousand),2001,1010785.663,TII,2.84590689
China, World,Export,  All Products,Export (US$ Thousand),2001,266098208.6,TII,1
China,Afghanistan,Export,  All Products,Export (US$ Thousand),2001,17265.197,TII,0.899720095
China,Bangladesh,Export,  All Products,Export (US$ Thousand),2001,955154.791,TII,3.074180721
China,Belarus,Export,  All Products,Export (US$ Thousand),2001,8753.309,TII,0.024258856
China,Egypt,Export,  All Products,Export (US$ Thousand),2001,873207.874,TII,0.933443552
China,India,Export,  All Products,Export (US$ Thousand),2001,1895832.787,TII,0.904164254
China,Iran,Export,  All Products,Export (US$ Thousand),2001,888579.972,TII,0.976429494
China,Iraq,Export,  All Products,Export (US$ Thousand),2001,394940.602,TII,1.370176884
China,Israel,Export,  All Products,Export (US$ Thousand),2001,832612.053,TII,0.498260442
China,Japan,Export,  All Products,Export (US$ Thousand),2001,44940523.79,TII,3.510277977
China,South Korea,Export,  All Products,Export (US$ Thousand),2001,12518777.84,TII,2.530229403
China,Myanmar,Export,  All Products,Export (US$ Thousand),2001,497349.456,TII,5.082399582
China,Pakistan,Export,  All Products,Export (US$ Thousand),2001,814968.254,TII,2.273100515
China,Qatar,Export,  All Products,Export (US$ Thousand),2001,31555.93,TII,0.158632621
China,Russia,Export,  All Products,Export (US$ Thousand),2001,2710471.97,TII,0.866403575
China,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2001,1354114.676,TII,0.771006387
China,Turkiye,Export,  All Products,Export (US$ Thousand),2001,674006.603,TII,0.31381193
China,UAE,Export,  All Products,Export (US$ Thousand),2001,2377322.092,TII,1.195317774
China,United States,Export,  All Products,Export (US$ Thousand),2001,54355080.2,TII,1.095072769
China,Viet Nam,Export,  All Products,Export (US$ Thousand),2001,1797775.199,TII,2.84590689
United States, World,Export,  All Products,Export (US$ Thousand),2001,729080421.1,TII,1
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2001,5824.142,TII,0.110773111
United States,Bangladesh,Export,  All Products,Export (US$ Thousand),2001,306889.722,TII,0.360499358
United States,Belarus,Export,  All Products,Export (US$ Thousand),2001,34912.642,TII,0.03531403
United States,China,Export,  All Products,Export (US$ Thousand),2001,19181936.06,TII,0.745071854
United States,Egypt,Export,  All Products,Export (US$ Thousand),2001,3564351.987,TII,1.390648965
United States,India,Export,  All Products,Export (US$ Thousand),2001,3757044.836,TII,0.653973569
United States,Iran,Export,  All Products,Export (US$ Thousand),2001,8084.009,TII,0.003242184
United States,Iraq,Export,  All Products,Export (US$ Thousand),2001,46205.526,TII,0.058506657
United States,Israel,Export,  All Products,Export (US$ Thousand),2001,7475308.157,TII,1.632711047
United States,Japan,Export,  All Products,Export (US$ Thousand),2001,57449648.01,TII,1.637786424
United States,South Korea,Export,  All Products,Export (US$ Thousand),2001,22180578.48,TII,1.636203621
United States,Myanmar,Export,  All Products,Export (US$ Thousand),2001,11446.526,TII,0.042692086
United States,Pakistan,Export,  All Products,Export (US$ Thousand),2001,541299.5,TII,0.551038686
United States,Qatar,Export,  All Products,Export (US$ Thousand),2001,335864.673,TII,0.61622932
United States,Russia,Export,  All Products,Export (US$ Thousand),2001,2716088.46,TII,0.316873369
United States,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2001,5957531.647,TII,1.238042074
United States,Turkiye,Export,  All Products,Export (US$ Thousand),2001,3094663.467,TII,0.52587829
United States,UAE,Export,  All Products,Export (US$ Thousand),2001,2637890.206,TII,0.484081607
United States,Viet Nam,Export,  All Products,Export (US$ Thousand),2001,460275.876,TII,0.265931651
United States, World,Import,  All Products,Import (US$ Thousand),2001,1140900159,TII,1
United States,Afghanistan,Import,  All Products,Import (US$ Thousand),2001,769.05,TII,0.110773111
United States,Bangladesh,Import,  All Products,Import (US$ Thousand),2001,2359015.276,TII,0.360499358
United States,Belarus,Import,  All Products,Import (US$ Thousand),2001,108228.932,TII,0.03531403
United States,China,Import,  All Products,Import (US$ Thousand),2001,102267288.9,TII,0.745071854
United States,Egypt,Import,  All Products,Import (US$ Thousand),2001,882037.807,TII,1.390648965
United States,India,Import,  All Products,Import (US$ Thousand),2001,9737138.347,TII,0.653973569
United States,Iran,Import,  All Products,Import (US$ Thousand),2001,143384.832,TII,0.003242184
United States,Iraq,Import,  All Products,Import (US$ Thousand),2001,5820309.675,TII,0.058506657
United States,Israel,Import,  All Products,Import (US$ Thousand),2001,11958913.66,TII,1.632711047
United States,Japan,Import,  All Products,Import (US$ Thousand),2001,126473307.1,TII,1.637786424
United States,South Korea,Import,  All Products,Import (US$ Thousand),2001,35181330.74,TII,1.636203621
United States,Myanmar,Import,  All Products,Import (US$ Thousand),2001,469888.123,TII,0.042692086
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2001,2249393.12,TII,0.551038686
United States,Qatar,Import,  All Products,Import (US$ Thousand),2001,502153.88,TII,0.61622932
United States,Russia,Import,  All Products,Import (US$ Thousand),2001,6264072.874,TII,0.316873369
United States,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2001,13272217.25,TII,1.238042074
United States,Turkiye,Import,  All Products,Import (US$ Thousand),2001,3054742.882,TII,0.52587829
United States,UAE,Import,  All Products,Import (US$ Thousand),2001,1194220.425,TII,0.484081607
United States,Viet Nam,Import,  All Products,Import (US$ Thousand),2001,1052858.983,TII,0.265931651
Russia, World,Import,  All Products,Import (US$ Thousand),2001,98707255.77,TII,1
Russia,Afghanistan,Import,  All Products,Import (US$ Thousand),2001,3875.484,TII,1.080844969
Russia,Bangladesh,Import,  All Products,Import (US$ Thousand),2001,16317.222,TII,0.31604383
Russia,Belarus,Import,  All Products,Import (US$ Thousand),2001,5715788,TII,38.76316874
Russia,China,Import,  All Products,Import (US$ Thousand),2001,7264582.912,TII,1.586835047
Russia,India,Import,  All Products,Import (US$ Thousand),2001,784394.105,TII,1.423781535
Russia,Iraq,Import,  All Products,Import (US$ Thousand),2001,9.25,TII,1.731569996
Russia,Israel,Import,  All Products,Import (US$ Thousand),2001,331876.16,TII,1.507205633
Russia,Japan,Import,  All Products,Import (US$ Thousand),2001,5833520.647,TII,0.505035716
Russia,Myanmar,Import,  All Products,Import (US$ Thousand),2001,2258.195,TII,0.909377564
Russia,Pakistan,Import,  All Products,Import (US$ Thousand),2001,47209.213,TII,0.426077167
Russia,Qatar,Import,  All Products,Import (US$ Thousand),2001,859.948,TII,0.000292642
Russia,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2001,4695.014,TII,0.100427791
Russia,Turkiye,Import,  All Products,Import (US$ Thousand),2001,1732114.13,TII,4.027244152
Russia,United States,Import,  All Products,Import (US$ Thousand),2001,4573114.207,TII,0.225394033
Russia,Viet Nam,Import,  All Products,Import (US$ Thousand),2001,174080.682,TII,0.6868774
Russia, World,Export,  All Products,Export (US$ Thousand),2001,241451656.9,TII,1
Russia,Afghanistan,Export,  All Products,Export (US$ Thousand),2001,104415.875,TII,1.080844969
Russia,Bangladesh,Export,  All Products,Export (US$ Thousand),2001,187147.227,TII,0.31604383
Russia,Belarus,Export,  All Products,Export (US$ Thousand),2001,10118151,TII,38.76316874
Russia,China,Export,  All Products,Export (US$ Thousand),2001,13047744.85,TII,1.586835047
Russia,India,Export,  All Products,Export (US$ Thousand),2001,2314004.306,TII,1.423781535
Russia,Iraq,Export,  All Products,Export (US$ Thousand),2001,107158.669,TII,1.731569996
Russia,Israel,Export,  All Products,Export (US$ Thousand),2001,1537637.357,TII,1.507205633
Russia,Japan,Export,  All Products,Export (US$ Thousand),2001,3740270.354,TII,0.505035716
Russia,Myanmar,Export,  All Products,Export (US$ Thousand),2001,692.052,TII,0.909377564
Russia,Pakistan,Export,  All Products,Export (US$ Thousand),2001,231473.592,TII,0.426077167
Russia,Qatar,Export,  All Products,Export (US$ Thousand),2001,1682.233,TII,0.000292642
Russia,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2001,229516.398,TII,0.100427791
Russia,Turkiye,Export,  All Products,Export (US$ Thousand),2001,10841448.82,TII,4.027244152
Russia,United States,Export,  All Products,Export (US$ Thousand),2001,6366077.217,TII,0.225394033
Russia,Viet Nam,Export,  All Products,Export (US$ Thousand),2001,738799.923,TII,0.6868774
China, World,Import,  All Products,Import (US$ Thousand),2002,295170104.1,TII,1
China,Afghanistan,Import,  All Products,Import (US$ Thousand),2002,79.936,TII,0.414087853
China,Bangladesh,Import,  All Products,Import (US$ Thousand),2002,32358.56,TII,3.164549152
China,Belarus,Import,  All Products,Import (US$ Thousand),2002,63778.36,TII,0.035498778
China,Egypt,Import,  All Products,Import (US$ Thousand),2002,91854.383,TII,0.847243216
China,India,Import,  All Products,Import (US$ Thousand),2002,2273871.318,TII,0.995454016
China,Iran,Import,  All Products,Import (US$ Thousand),2002,2346269.012,TII,1.104640005
China,Iraq,Import,  All Products,Import (US$ Thousand),2002,96242.794,TII,1.183459844
China,Israel,Import,  All Products,Import (US$ Thousand),2002,517646.543,TII,0.480840173
China,Japan,Import,  All Products,Import (US$ Thousand),2002,53465998.85,TII,3.293917697
China,South Korea,Import,  All Products,Import (US$ Thousand),2002,28568008,TII,2.450998538
China,Myanmar,Import,  All Products,Import (US$ Thousand),2002,136889.046,TII,5.966721615
China,Pakistan,Import,  All Products,Import (US$ Thousand),2002,557497.229,TII,2.50788189
China,Qatar,Import,  All Products,Import (US$ Thousand),2002,174005.566,TII,0.191943783
China,Russia,Import,  All Products,Import (US$ Thousand),2002,8406690.131,TII,0.878904051
China,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2002,3435351.217,TII,0.775091688
China,Turkiye,Import,  All Products,Import (US$ Thousand),2002,288785.705,TII,0.353951818
China,UAE,Import,  All Products,Import (US$ Thousand),2002,445360.971,TII,1.322963547
China,United States,Import,  All Products,Import (US$ Thousand),2002,27261096.55,TII,1.187846968
China,Viet Nam,Import,  All Products,Import (US$ Thousand),2002,1115891.744,TII,2.460345577
China, World,Export,  All Products,Export (US$ Thousand),2002,325595969.8,TII,1
China,Afghanistan,Export,  All Products,Export (US$ Thousand),2002,19910.993,TII,0.414087853
China,Bangladesh,Export,  All Products,Export (US$ Thousand),2002,1066270.705,TII,3.164549152
China,Belarus,Export,  All Products,Export (US$ Thousand),2002,16222.29,TII,0.035498778
China,Egypt,Export,  All Products,Export (US$ Thousand),2002,852923.375,TII,0.847243216
China,India,Export,  All Products,Export (US$ Thousand),2002,2671164.208,TII,0.995454016
China,Iran,Export,  All Products,Export (US$ Thousand),2002,1393302.849,TII,1.104640005
China,Iraq,Export,  All Products,Export (US$ Thousand),2002,420819.101,TII,1.183459844
China,Israel,Export,  All Products,Export (US$ Thousand),2002,899439.666,TII,0.480840173
China,Japan,Export,  All Products,Export (US$ Thousand),2002,48433840.39,TII,3.293917697
China,South Korea,Export,  All Products,Export (US$ Thousand),2002,15534560.64,TII,2.450998538
China,Myanmar,Export,  All Products,Export (US$ Thousand),2002,724747.021,TII,5.966721615
China,Pakistan,Export,  All Products,Export (US$ Thousand),2002,1242111.002,TII,2.50788189
China,Qatar,Export,  All Products,Export (US$ Thousand),2002,49543.4,TII,0.191943783
China,Russia,Export,  All Products,Export (US$ Thousand),2002,3520742.377,TII,0.878904051
China,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2002,1671543.733,TII,0.775091688
China,Turkiye,Export,  All Products,Export (US$ Thousand),2002,1089043.515,TII,0.353951818
China,UAE,Export,  All Products,Export (US$ Thousand),2002,3450903.775,TII,1.322963547
China,United States,Export,  All Products,Export (US$ Thousand),2002,70050092.09,TII,1.187846968
China,Viet Nam,Export,  All Products,Export (US$ Thousand),2002,2148380.455,TII,2.460345577
United States, World,Export,  All Products,Export (US$ Thousand),2002,693068306.7,TII,1
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2002,80011.074,TII,0.781722572
United States,Bangladesh,Export,  All Products,Export (US$ Thousand),2002,269061.189,TII,0.375144347
United States,Belarus,Export,  All Products,Export (US$ Thousand),2002,19070.983,TII,0.019605472
United States,China,Export,  All Products,Export (US$ Thousand),2002,22127509.05,TII,0.79535798
United States,Egypt,Export,  All Products,Export (US$ Thousand),2002,2868427.277,TII,1.338581777
United States,India,Export,  All Products,Export (US$ Thousand),2002,4101054.638,TII,0.717991252
United States,Iran,Export,  All Products,Export (US$ Thousand),2002,31811.319,TII,0.011848405
United States,Iraq,Export,  All Products,Export (US$ Thousand),2002,31607.458,TII,0.041759052
United States,Israel,Export,  All Products,Export (US$ Thousand),2002,7026627.91,TII,1.764731533
United States,Japan,Export,  All Products,Export (US$ Thousand),2002,51447934.38,TII,1.643746197
United States,South Korea,Export,  All Products,Export (US$ Thousand),2002,22575713.54,TII,1.673356767
United States,Myanmar,Export,  All Products,Export (US$ Thousand),2002,10140.644,TII,0.039220927
United States,Pakistan,Export,  All Products,Export (US$ Thousand),2002,693399.497,TII,0.657708075
United States,Qatar,Export,  All Products,Export (US$ Thousand),2002,313949.805,TII,0.571414743
United States,Russia,Export,  All Products,Export (US$ Thousand),2002,2396944.154,TII,0.281104705
United States,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2002,4780735.939,TII,1.041437168
United States,Turkiye,Export,  All Products,Export (US$ Thousand),2002,3112979.463,TII,0.475311313
United States,UAE,Export,  All Products,Export (US$ Thousand),2002,3593159.679,TII,0.64713446
United States,Viet Nam,Export,  All Products,Export (US$ Thousand),2002,580196.885,TII,0.312149967
United States, World,Import,  All Products,Import (US$ Thousand),2002,1200095834,TII,1
United States,Afghanistan,Import,  All Products,Import (US$ Thousand),2002,4156.761,TII,0.781722572
United States,Bangladesh,Import,  All Products,Import (US$ Thousand),2002,2286291.5,TII,0.375144347
United States,Belarus,Import,  All Products,Import (US$ Thousand),2002,136455.476,TII,0.019605472
United States,China,Import,  All Products,Import (US$ Thousand),2002,133510392.7,TII,0.79535798
United States,Egypt,Import,  All Products,Import (US$ Thousand),2002,1420921.218,TII,1.338581777
United States,India,Import,  All Products,Import (US$ Thousand),2002,12449857.75,TII,0.717991252
United States,Iran,Import,  All Products,Import (US$ Thousand),2002,162587.03,TII,0.011848405
United States,Iraq,Import,  All Products,Import (US$ Thousand),2002,3752090.284,TII,0.041759052
United States,Israel,Import,  All Products,Import (US$ Thousand),2002,12617222.87,TII,1.764731533
United States,Japan,Import,  All Products,Import (US$ Thousand),2002,124566140.8,TII,1.643746197
United States,South Korea,Import,  All Products,Import (US$ Thousand),2002,36906552.55,TII,1.673356767
United States,Myanmar,Import,  All Products,Import (US$ Thousand),2002,380060.833,TII,0.039220927
United States,Pakistan,Import,  All Products,Import (US$ Thousand),2002,2482750.715,TII,0.657708075
United States,Qatar,Import,  All Products,Import (US$ Thousand),2002,536102.384,TII,0.571414743
United States,Russia,Import,  All Products,Import (US$ Thousand),2002,7207030,TII,0.281104705
United States,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2002,13898557.61,TII,1.041437168
United States,Turkiye,Import,  All Products,Import (US$ Thousand),2002,3761181.964,TII,0.475311313
United States,UAE,Import,  All Products,Import (US$ Thousand),2002,983856.993,TII,0.64713446
United States,Viet Nam,Import,  All Products,Import (US$ Thousand),2002,2584729.536,TII,0.312149967
Russia, World,Import,  All Products,Import (US$ Thousand),2002,137811059.9,TII,1
Russia,Afghanistan,Import,  All Products,Import (US$ Thousand),2002,11510.462,TII,2.047530016
Russia,Bangladesh,Import,  All Products,Import (US$ Thousand),2002,40611.419,TII,0.281277153
Russia,Belarus,Import,  All Products,Import (US$ Thousand),2002,6849619,TII,39.54927456
Russia,China,Import,  All Products,Import (US$ Thousand),2002,12911747.27,TII,1.596380808
Russia,India,Import,  All Products,Import (US$ Thousand),2002,967493.853,TII,1.831649835
Russia,Iraq,Import,  All Products,Import (US$ Thousand),2002,11.026,TII,3.147156473
Russia,Israel,Import,  All Products,Import (US$ Thousand),2002,408151.811,TII,1.786925831
Russia,Japan,Import,  All Products,Import (US$ Thousand),2002,7788760.111,TII,0.374267552
Russia,Myanmar,Import,  All Products,Import (US$ Thousand),2002,3003.021,TII,2.208555761
Russia,Pakistan,Import,  All Products,Import (US$ Thousand),2002,111901.691,TII,0.502027613
Russia,Qatar,Import,  All Products,Import (US$ Thousand),2002,1813.282,TII,0.000949818
Russia,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2002,6382.945,TII,0.193718313
Russia,Turkiye,Import,  All Products,Import (US$ Thousand),2002,2722646.475,TII,3.330998329
Russia,United States,Import,  All Products,Import (US$ Thousand),2002,6425595.55,TII,0.208029251
Russia,Viet Nam,Import,  All Products,Import (US$ Thousand),2002,349745.768,TII,1.123293342
Russia, World,Export,  All Products,Export (US$ Thousand),2002,301550665.5,TII,1
Russia,Afghanistan,Export,  All Products,Export (US$ Thousand),2002,82552.294,TII,2.047530016
Russia,Bangladesh,Export,  All Products,Export (US$ Thousand),2002,234783.959,TII,0.281277153
Russia,Belarus,Export,  All Products,Export (US$ Thousand),2002,13084338,TII,39.54927456
Russia,China,Export,  All Products,Export (US$ Thousand),2002,15757053.28,TII,1.596380808
Russia,India,Export,  All Products,Export (US$ Thousand),2002,2925514.39,TII,1.831649835
Russia,Iraq,Export,  All Products,Export (US$ Thousand),2002,113479.723,TII,3.147156473
Russia,Israel,Export,  All Products,Export (US$ Thousand),2002,1551272.749,TII,1.786925831
Russia,Japan,Export,  All Products,Export (US$ Thousand),2002,4624672.469,TII,0.374267552
Russia,Myanmar,Export,  All Products,Export (US$ Thousand),2002,6549.38,TII,2.208555761
Russia,Pakistan,Export,  All Products,Export (US$ Thousand),2002,299472.185,TII,0.502027613
Russia,Qatar,Export,  All Products,Export (US$ Thousand),2002,102.815,TII,0.000949818
Russia,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2002,272678.482,TII,0.193718313
Russia,Turkiye,Export,  All Products,Export (US$ Thousand),2002,14320660.06,TII,3.330998329
Russia,United States,Export,  All Products,Export (US$ Thousand),2002,8851517.425,TII,0.208029251
Russia,Viet Nam,Export,  All Products,Export (US$ Thousand),2002,303629.924,TII,1.123293342
China, World,Import,  All Products,Import (US$ Thousand),2003,412759796.4,TII,1
China,Afghanistan,Import,  All Products,Import (US$ Thousand),2003,612.288,TII,0.257413237
China,Bangladesh,Import,  All Products,Import (US$ Thousand),2003,33392.785,TII,2.812036397
China,Belarus,Import,  All Products,Import (US$ Thousand),2003,96721.469,TII,0.046716823
China,Egypt,Import,  All Products,Import (US$ Thousand),2003,152820.992,TII,0.734591969
China,India,Import,  All Products,Import (US$ Thousand),2003,4251377.2,TII,0.845830523
China,Iran,Import,  All Products,Import (US$ Thousand),2003,3307360.327,TII,1.155811212
China,Iraq,Import,  All Products,Import (US$ Thousand),2003,324.758,TII,0.162080255
China,Israel,Import,  All Products,Import (US$ Thousand),2003,690402.184,TII,0.502049815
China,Japan,Import,  All Products,Import (US$ Thousand),2003,74148125.42,TII,3.078008148
China,South Korea,Import,  All Products,Import (US$ Thousand),2003,43128053.6,TII,2.373656738
China,Myanmar,Import,  All Products,Import (US$ Thousand),2003,169520.139,TII,5.920656864
China,Pakistan,Import,  All Products,Import (US$ Thousand),2003,574935.585,TII,2.567889289
China,Qatar,Import,  All Products,Import (US$ Thousand),2003,293078.319,TII,0.152304764
China,Russia,Import,  All Products,Import (US$ Thousand),2003,9728068.486,TII,0.993456255
China,Saudi Arabia,Import,  All Products,Import (US$ Thousand),2003,5172322.42,TII,0.74665702
China,Turkiye,Import,  All Products,Import (US$ Thousand),2003,532671.835,TII,0.418229233
China,UAE,Import,  All Products,Import (US$ Thousand),2003,773463.824,TII,1.317978719
China,United States,Import,  All Products,Import (US$ Thousand),2003,33944165.96,TII,1.243939657
China,Viet Nam,Import,  All Products,Import (US$ Thousand),2003,1456708.094,TII,2.416496674
China, World,Export,  All Products,Export (US$ Thousand),2003,438227767.4,TII,1
China,Afghanistan,Export,  All Products,Export (US$ Thousand),2003,26446.713,TII,0.257413237
China,Bangladesh,Export,  All Products,Export (US$ Thousand),2003,1334669.027,TII,2.812036397
China,Belarus,Export,  All Products,Export (US$ Thousand),2003,32224.659,TII,0.046716823
China,Egypt,Export,  All Products,Export (US$ Thousand),2003,936758.397,TII,0.734591969
China,India,Export,  All Products,Export (US$ Thousand),2003,3343225.003,TII,0.845830523
China,Iran,Export,  All Products,Export (US$ Thousand),2003,2315162.332,TII,1.155811212
China,Iraq,Export,  All Products,Export (US$ Thousand),2003,56055.724,TII,0.162080255
China,Israel,Export,  All Products,Export (US$ Thousand),2003,1140901.174,TII,0.502049815
China,Japan,Export,  All Products,Export (US$ Thousand),2003,59408697.99,TII,3.078008148
China,South Korea,Export,  All Products,Export (US$ Thousand),2003,20094764.74,TII,2.373656738
China,Myanmar,Export,  All Products,Export (US$ Thousand),2003,910223.657,TII,5.920656864
China,Pakistan,Export,  All Products,Export (US$ Thousand),2003,1854990.825,TII,2.567889289
China,Qatar,Export,  All Products,Export (US$ Thousand),2003,61802.055,TII,0.152304764
China,Russia,Export,  All Products,Export (US$ Thousand),2003,6029926.895,TII,0.993456255
China,Saudi Arabia,Export,  All Products,Export (US$ Thousand),2003,2146802.96,TII,0.74665702
China,Turkiye,Export,  All Products,Export (US$ Thousand),2003,2065139.564,TII,0.418229233
China,UAE,Export,  All Products,Export (US$ Thousand),2003,5036996.813,TII,1.317978719
China,United States,Export,  All Products,Export (US$ Thousand),2003,92626296.06,TII,1.243939657
China,Viet Nam,Export,  All Products,Export (US$ Thousand),2003,3182739.191,TII,2.416496674
United States, World,Export,  All Products,Export (US$ Thousand),2003,724736583.4,TII,1
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),2003,60758.887,TII,0.357592739
United States,Bangladesh,Export,  All Products,Export (US$ Thousand),2003,225884.184,TII,0.287774884
United States,Belarus,Export,  All Products,Export (US$ Thousand),2003,84064.237,TII,0.073691256
United States,China,Export,  All Products,Export (US$ Thousand),2003,28367720.78,TII,0.811364171
United States,Egypt,Export,  All Products,Export (US$ Thousand),2003,2606749.104,TII,1.236054221
