Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
China,Panama,Export,  All Products,Export (US$ Thousand),131994.592,350132.608,569025.088,594838.151,488175.206,1010023.156,1047299.983,1037471.247,1290154.924,1239624.793,1272660.265,1479992.945,2186951.313,3151120.972,3867163.38,5647805.576,7893907.132,6522357.04,11967279.18,14555810.12,15305692.22,10992733.7,9307389.343,8518883.418,6343226.427,6626968.671,6940132.111,7944500.688,8793631.441,10004215.04,12646742.52
China,Papua New Guinea,Export,  All Products,Export (US$ Thousand),14154.08,13074.455,16173.629,15860.424,27507.66,26319.357,19011.006,29208.878,24862.347,19126.772,27253.3,60926.37,52523.565,66585.263,126396.635,213776.217,344061.296,528171.351,352496.148,453024.358,640096.825,553070.12,636457.258,986996.837,647826.329,774994.301,785575.404,800430.424,922820.429,1026176.947,1426363.011
China,Paraguay,Export,  All Products,Export (US$ Thousand),11317.947,28892.156,68125.104,105643.496,78074.027,85076.266,78387.189,56974.134,85959.484,72097.187,79031.339,126193,234939.728,252559.844,327496.183,467840.521,763509.266,513923.533,1050603.918,1248050.527,1335794.864,1356499.622,1396244.593,1267967.171,1169393.366,1560563.591,1671047.147,1432117.001,1216925.093,1771987.607,1895118.678
China,Peru,Export,  All Products,Export (US$ Thousand),35458.604,61550.596,86482.96,145615.835,135371.573,97630.241,107228.821,130771.58,144331.664,176519.611,246643.637,353741.239,418407.886,608884.182,1008535.158,1683201.091,2774371.548,2098874.209,3549668.095,4653277.17,5332543.568,6188837.905,6100847.629,6354973.884,5989776.624,6958865.007,8064691.821,8513082.009,8865725.945,13114377.63,13532298.53
China,Philippines,Export,  All Products,Export (US$ Thousand),209548.608,280454.176,475674.144,1030130.914,1014821.394,1339588.07,1512024.624,1379255.115,1464409.088,1619111.816,2042241.086,3092688.273,4268718.001,4687630.614,5738134.533,7528377.839,9132231.065,8584707.5,11540277.32,14255388.29,16732210.06,19868125.35,23473577.22,26670791.21,29836566.66,32065932.45,35036641.69,40763851.93,41880388.82,55907233.49,64679390.99
China,Poland,Export,  All Products,Export (US$ Thousand),119227.976,248518.56,294171.008,471948.097,568459.57,673679.704,758256.181,702426.366,860408.516,1016094.403,1164615.22,1620252.657,1843723.318,2595437.378,4006174.399,6554790.659,9040367.59,7561767.52,9438306.983,10939548.8,12386657.18,12574874.71,14256798.57,14344871.7,15094067.05,17873049.96,20876212.49,23880107.36,26730657.67,36291072.91,38163112.89
China,Portugal,Export,  All Products,Export (US$ Thousand),43992.56,73928.696,74517.512,106053.862,133797.93,166149.804,200589.598,219943.236,260823.59,260568.014,300879.648,406256.461,588259.14,911952.506,1359664.205,1834752.144,2317102.263,1923516.206,2513317.692,2801433.742,2501157.554,2506863.699,3137073.216,2894923.138,4002119.526,3445214.944,3750198.143,4366438.258,4180565.068,5318431.959,5978101.967
China,Qatar,Export,  All Products,Export (US$ Thousand),8301.609,10870.828,10429.942,9527.929,21602.373,14930.282,16169.333,27846.73,31225.962,31555.93,49543.4,61802.055,103518.127,203668.491,436809.052,622613.468,1074163.869,872411.299,855444.268,1198757.273,1205100.145,1710907.973,2254011.137,2275641.175,1515659.122,1682329.963,2482414.272,2409678.189,2631009.7,3862308.507,3988918.209
China,Reunion,Export,  All Products,Export (US$ Thousand),3117.7,3732.016,3142.799,3624.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Romania,Export,  All Products,Export (US$ Thousand),77592.816,120059.488,109573.352,156946.781,150920.098,176218.744,239711.054,145615.885,192386.952,250413.701,361960.854,505539.473,1056956.313,1369262.589,6085416.89,2099518.913,2889919.681,2377287.745,3004462.173,3453775.07,2797186.371,2822536.841,3223177.591,3162240.075,3447669.471,3777960.251,4507105.972,4573438.493,5126383.639,6651772.438,7397190.859
China,Russia,Export,  All Products,Export (US$ Thousand),2336280.064,2691725.824,1580769.536,1664639.922,1692690.697,2038035.122,1839908.278,1497261.095,2233350.097,2710471.97,3520742.377,6029926.895,9098115.927,13211283.27,15832487.03,28529895.04,33075849.92,17513771.42,29612073.7,38903017.97,44056551.09,49591171.96,53676944.14,34756877.25,37339600.74,42830599.82,47965272.79,49748486.51,50504392.05,67196722.8,76122649.19
China,Rwanda,Export,  All Products,Export (US$ Thousand),4056.131,3081.674,2406.309,1145.506,3785.244,2324.551,2114.799,1749.027,3424.005,2890.869,3861.577,3532.674,5130.352,12009.032,12406.055,34865.73,59374.419,57986.547,49992.756,66652.48,90105.82,134109.435,114985.442,122274.281,108549.722,128668.606,165589.576,265074.997,282522.734,330294.552,406610.533
China,Saint Pierre and Miquelon,Export,  All Products,Export (US$ Thousand),,,,,,,,,,,,,,36.495,42.723,49.848,,,,1.712,4.081,19.25,227.811,120.522,7.702,40.309,16,65.535,385.804,96.659,16.495
China,Samoa,Export,  All Products,Export (US$ Thousand),3617.996,1301.526,850.114,620.964,1980.243,1225.396,1142.169,2304.052,1963.441,2317.172,2788.212,2831.726,5884.614,5941.332,12951.124,11638.559,25254.157,37236.46,70051.862,37815.931,71745.728,54472.678,55866.588,62265.802,69562.71,63880.532,70608.967,87846.76,87306.465,100604.41,123823.854
China,San Marino,Export,  All Products,Export (US$ Thousand),,,,,,,,,299.886,383.458,349.697,433.414,614.644,,,1407.618,1932.757,977.722,5508.363,1830.854,1484.969,1994.709,2830.014,4301.316,4753.93,5552.452,3704.418,3861.037,6649.452,8629.542,9709.839
China,Sao Tome and Principe,Export,  All Products,Export (US$ Thousand),24.831,379.618,160.992,213.23,256.177,107.912,55.076,60.168,117.749,1257.81,155.078,199.397,222.785,550.025,1217.928,1796.699,1887.73,2197.926,2054.289,1792.17,3007.612,4862.029,5727.717,5956.741,6404.491,6901.858,7255.124,8920.559,20313.472,14905.131,15287.781
China,Saudi Arabia,Export,  All Products,Export (US$ Thousand),444251.488,578835.904,624850.624,733897.056,747796.768,854249.024,895811.987,943821.749,1144742.927,1354114.676,1671543.733,2146802.96,2775457.898,3824415.297,5055833.989,7839958.562,10823467.97,8977851.553,10366444.55,14849707.39,18452900.81,18739813.77,20575241.93,21612927.98,18650906.5,18375008.21,17428036.04,23876505.59,28094807.84,29186812.74,37990174.78
China,Senegal,Export,  All Products,Export (US$ Thousand),26217.014,26198.224,21736.256,36439.162,37344.09,33700.124,43264.488,39306.949,51276.813,52556.485,57679.78,72850.864,108308.415,133079.668,187266.78,335027.15,401551.093,399309.146,498320.63,680360.711,793973.069,997396.48,1650233.418,2190531.553,2194360.63,2040713.466,2142850.855,2211022.084,2563934.081,3272647.465,4068334.054
China,"Serbia, FR(Serbia/Montenegro)",Export,  All Products,Export (US$ Thousand),12950.49,5204.806,4022.434,10522.039,14356.301,19597.326,28761.774,30540.461,60957.05,87411.559,73457.474,135526.078,163198.634,201084.037,300171.403,363992.488,492520.004,308320.998,345016.345,396353.094,412875.586,431911.532,424563.062,415096.978,431315.188,545639.029,728300.955,1032967.143,1624339.452,2230883.804,2176822.184
China,Seychelles,Export,  All Products,Export (US$ Thousand),832.046,1332.726,386.03,632.448,428.866,1042.853,1302.987,2000.978,1570.999,1114.537,1462.749,1786.526,1782.397,3402.626,5302.608,7528.877,14129.921,15248.278,14856.002,35009.605,33167.167,38669.859,45581.781,57626.174,55600.853,48824.2,61327.471,65646.954,57669.983,66186.803,95632.899
China,Sierra Leone,Export,  All Products,Export (US$ Thousand),6844.669,12904.541,8500.115,4269.17,6397.324,4088.791,4402.742,4345.531,8656.719,11993.149,14409.759,16606.449,28257.158,30756.367,38978.595,58590.995,78770.653,54661.536,98352.346,224833.75,249188.48,152566.706,163051.716,276560.552,242117.793,242430.892,253022.227,313540.796,371371.821,481737.219,573140.121
China,Singapore,Export,  All Products,Export (US$ Thousand),2030856.064,2245308.16,2558044.928,3500622.334,3748770.147,4323301.205,3943927.014,4502208.047,5761040.961,5790711.209,6984217.188,8863772.416,12687599.66,16632262.46,23185291.43,29946491.37,32305805.36,30066363.19,32347238.01,35570137.22,40750209.04,45831864.58,48911174.76,51942439.61,44495953.06,45019300.48,49042623.66,54798488.3,57624786.43,54069752.25,81167608.33
China,Slovak Republic,Export,  All Products,Export (US$ Thousand),,9554.966,9891.894,31946.878,25723.074,27661.71,32230.736,27089.079,40363.735,61356.951,91728.396,137070.207,159869.849,308355.112,577283.407,1470687.564,1966040.236,1399014.51,1958477.027,2512599.983,2423049.977,3084436.614,2828495.793,2794467.68,2861362.255,2729478.548,2535850.03,2923824.133,3031506.137,4539088.97,4435772.395
China,Slovenia,Export,  All Products,Export (US$ Thousand),,5875.013,8193.087,17511.553,15780.839,18528.782,34178.305,47903.812,55617.713,77113.344,95438.317,151285.133,206898.703,265565.307,446442.394,701449.937,964205.569,770101.31,1385668.573,1675371.443,1566640.643,1832812.279,1991941.939,2091734.751,2269426.806,2886929.825,4424233.623,3411523.282,3452194.03,5297622.592,6861226.291
China,Solomon Islands,Export,  All Products,Export (US$ Thousand),1247.027,1413.281,1177.949,1294.592,1018.886,1058.536,1087.907,1187.699,1046.886,1023.297,1068.229,2115.573,3320.363,5078.309,5011.979,10256.615,11902.154,16136.777,28414.402,30675.932,36681.354,36801.886,49441.578,80604.803,86515.494,92581.912,118241.185,98256.69,116601.727,161484.249,196402.954
China,Somalia,Export,  All Products,Export (US$ Thousand),5238.43,670.261,1778.532,312.43,458.69,477.408,177.701,487.231,997.429,1115.49,1832.705,3903.103,9522.379,16566.621,27577.799,26658.317,40338.653,67308.55,72231.573,91208.549,101106.74,133760.551,206079.161,298118.241,391942.642,473500.499,635452.079,731381.515,892584.586,985521.507,1046643.447
China,South Africa,Export,  All Products,Export (US$ Thousand),7716.677,250023.2,366243.872,637421.383,688206.5,799979.581,898680.481,882479.229,1013645.537,1048574.038,1310634.541,2029363.726,2951903.935,3825965.079,5767709.102,7444900.447,8617621.625,7365588.491,10799862.04,13362300.05,15323311.52,16830776.07,15699145.58,15857921.95,12849507.64,14808766.63,16248380.73,16542941.88,15238825.62,20790323.45,24196441.52
China,South Asia,Export,  All Products,Export (US$ Thousand),1090818.472,1420112.722,1764159.524,2511889.334,2222869.489,2655641.669,2585023.598,2927531.597,3796352.061,4221913.248,5444873.149,7191092.119,11231399.58,15960891.6,23393324.24,35208437.61,44389870.63,41859198.84,57607277.91,71301267.26,70449628.6,75247607.89,85829217.97,94243957.46,95840241.74,107360082.9,117771043.9,114847286.5,102952753,152116614.4,174979866.1
China,South Sudan,Export,  All Products,Export (US$ Thousand),,,,,,,,,,,,,,,,,,,,,34311.988,75086.952,66078.709,155445.271,46253.291,51942.094,77165.418,122242.186,156082.888,139026.328,156518.269
China,Spain,Export,  All Products,Export (US$ Thousand),353482.24,551186.944,774631.616,1013286.892,996236.708,1265874.433,1544062.081,1821186.045,2148687.674,2296288.991,2610822.307,3931376.341,5532653.089,8483530.883,11545364.55,16622006.65,20818394.56,14077808.41,18178685.69,19723608.75,18240173.78,18931672.37,21501636.11,21855810.76,21310945.57,22918279.28,24955165.38,26899372.44,27517998.27,35721915.64,41752008.76
China,Sri Lanka,Export,  All Products,Export (US$ Thousand),107051.84,136975.232,145705.44,239169.958,191544.36,245557.807,292615.395,258886.923,445451.566,386446.163,336751.602,504435.954,694856.019,939669.826,1106411.822,1389758.625,1630093.609,1569465.378,1994847.732,2988723.989,3001304.898,3436548.807,3792797.469,4304045.37,4286880.1,4087995.801,4255048.856,4090606.391,3842700.338,5133793.486,3755367.28
China,St. Kitts and Nevis,Export,  All Products,Export (US$ Thousand),41.959,35.167,96.351,26.772,,178.579,13.742,86.481,103.289,106.112,272.413,152.767,194.585,581.802,635.864,2584.142,2648.25,1224.626,2669.418,4384.537,2705.34,15592.197,26662.752,10852.31,4193.547,8689.273,11538.742,9711.865,13483.9,12899.54,14687.265
China,St. Lucia,Export,  All Products,Export (US$ Thousand),128.664,144.668,585.108,199.181,368.767,80.629,568.436,1208.737,2389.243,3021.487,2688.277,1534.729,2294.277,2829.107,4121.705,6853.566,6689.03,6787.059,8114.901,10151.553,28785.233,19878.906,29902.666,18292.331,16917.768,15917.229,18859.327,21559.712,23346.829,24937.207,36082.722
China,St. Vincent and the Grenadines,Export,  All Products,Export (US$ Thousand),59.213,54.54,395.86,1704.665,3133.277,6849.608,5355.5,11081.481,6311.882,13075.044,8207.468,7646.015,13195.578,15210.727,14841.288,26634.415,58586.811,81791.021,73789.517,77939.359,29060.27,25232.455,37293.995,37117.718,17472.653,42090.231,36963.241,21291.5,10189.158,32475.555,21625.51
China,Sub-Saharan Africa,Export,  All Products,Export (US$ Thousand),828331.147,1087936.797,1195707.379,1769572.211,1870654.802,2318808.044,2989724.211,2751879.014,3548056.935,4371265.767,4956977.089,7422037.437,9845445.617,13291110.37,18875998.55,26452699.89,36526228.91,33211759.26,43783736.29,55781472.55,61507680.35,67402464.4,78585351.58,78372240.2,64069550.85,68306364.73,74501362.49,81506170.23,82446728.92,107112902,125438705.8
China,Sudan,Export,  All Products,Export (US$ Thousand),,,,,,,,,,,,,,,,,,,,,2178613.756,2398431.681,1928693.013,2394502.823,2129730.001,2221759.883,1880402.233,2289681.192,2511410.872,1769724.046,2033573.909
China,Suriname,Export,  All Products,Export (US$ Thousand),2853.594,4210.992,3411.678,5212.065,3689.482,5629.707,8494.075,6885.456,10642.285,12643.38,15150.38,19767.498,30270.216,38682.272,42939.081,68981.878,102728.977,96163.837,113950.626,136184.285,189140.324,174031.944,176865.027,199205.424,136673.629,177548.596,214859.758,234528.148,221329.106,267697.949,321420.63
China,Sweden,Export,  All Products,Export (US$ Thousand),215235.472,322457.088,500456.416,396017.234,391988.114,528483.798,627903.461,610022.986,828079.401,931508.105,910015.416,1452933,1858587.253,2576501.281,3277858.589,4550029.712,5116283.777,4156381.49,5708835.421,6566883.398,6416053.266,6799060.984,7167601.148,7098551.344,6309694.691,7025726.412,8190858.693,8537756.003,8368156.185,11004777.4,11396090.16
China,Switzerland,Export,  All Products,Export (US$ Thousand),159871.008,278935.264,357629.92,413532.012,460982.604,613555.264,634264.241,675141.48,748004.361,652969.247,638149.764,841755.224,1512543.728,1956172.511,2520434.008,3614204.201,3917989.222,2664657.604,3038875.139,3713551.994,3507411.013,3529136.223,3109862.912,3195333.673,3198285.713,3206730.094,4067598.648,4597730.847,5091730.421,6296595.249,7682844.718
China,Syrian Arab Republic,Export,  All Products,Export (US$ Thousand),77413.016,120156.176,169079.984,155813.774,148726.741,151298.103,174144.894,203337.928,173980.152,223156.647,356939.723,479920.075,692654.185,888629.252,1355550.695,1892058.943,2293355.398,2210406.187,2442972.161,2420241.006,1190228.622,690151.577,984370.587,1022573.397,915256.738,1102814.096,1272771.864,1313807.451,833516.7,476434.718,424505.142
China,Tajikistan,Export,  All Products,Export (US$ Thousand),1953.397,6476.898,674.743,14614.024,7636.77,11044.291,11034.674,2297.479,6792.704,5301.046,6500.732,20808.052,53560.697,143738.114,305777.847,513765.566,1479682.759,1217574.287,1376501.471,1996777.606,1747870.228,1869363.6,2468236.34,1795387.872,1725083.792,1301374.985,1429081.839,1590067.934,1016829.933,1647982.131,2217029.72
China,Tanzania,Export,  All Products,Export (US$ Thousand),107981.104,39507.968,65597.864,74110.646,64153.804,84881.872,69973.042,63928.042,85762.932,90146.794,121419.167,191471.331,215972.26,303581.718,382773.08,602968.612,950438.907,914052.483,1253126.61,1653631.731,2089721.998,3140702.39,3843566.338,4278864.54,3566861.307,3119554.166,3583139.97,3811416.296,4174266.144,6013632.286,7774678.706
China,Thailand,Export,  All Products,Export (US$ Thousand),894794.496,750482.368,1159265.152,1751740.584,1254735.426,1501050.131,1258072.125,1435189.163,2243252.811,2337109.453,2957344.767,3827905.496,5801575.463,7819296.435,9764064.739,12032909.57,15636354.39,13307098.11,19741222.11,25694603.6,31196768.38,32717903.84,34289227.96,38290804.02,37182731.17,38541726.59,42878717.31,45584838.93,50513175.95,68229195.04,78479644.68
China,Togo,Export,  All Products,Export (US$ Thousand),75323.048,108965.4,97345.912,119797.475,78570.965,69248.049,59081.123,70268.639,80370.027,108752.148,138472.186,262540.288,398654.101,538094.71,704014.682,1376504.344,1218236.519,1129801.167,1333109.917,1831410.255,3383142.225,2443222.437,2491912.045,2180165.797,1919246.636,1886345.956,1989244.98,2130751.253,2459152.639,2912375.822,3176671.2
China,Tonga,Export,  All Products,Export (US$ Thousand),1681.134,282.48,523.177,442.553,389.96,578.001,503.1,594.012,1635.76,1169.769,4825.86,2043.38,6278.494,2940.911,3740.467,7678.791,7965.651,7995.456,9754.368,13277.397,20159.614,38480.081,23943.302,27012.156,30310.622,27942.465,24947.018,29442.677,33718.773,52964.237,56682.201
China,Trinidad and Tobago,Export,  All Products,Export (US$ Thousand),3893.843,8669.232,10674.045,9626.052,8392.775,10749.428,16754.7,17458.681,26738.115,34942.675,42343.984,58516.516,75909.466,100432.613,164753.852,263459.64,349631.554,244054.921,291064.072,286549.802,312168.933,321390.076,427977.496,478310.04,346002.359,429891.127,347128.08,363501.691,341200.026,416359.827,543557.081
China,Tunisia,Export,  All Products,Export (US$ Thousand),28495.412,28400.918,50498.38,36270.172,60644.776,74649.425,83977.193,97358.557,96721.924,106154.706,144113.413,183844.35,245090.012,295537.058,357545.31,491797.511,696860.678,711180.932,994893.386,1112727.084,1391786.11,1263158.664,1235778.742,1237428.731,1295839.939,1327986.91,1414600.349,1364201.748,1427658.168,1834403.875,1880427.34
China,Turkiye,Export,  All Products,Export (US$ Thousand),68912.128,165688.256,184543.36,430684.993,406604.503,556780.433,659063.142,636582.025,1077894.816,674006.603,1089043.515,2065139.564,2821291.823,4253725.596,7303284.863,10484265.62,10606311.97,8333534.857,11942037.33,15613704.58,15585293.35,17746990.92,19305457.61,18607841.07,16686640.52,18121507.52,17788595,17323704.71,20346420.26,28894483.66,34033748.51
China,Turkmenistan,Export,  All Products,Export (US$ Thousand),4087.022,3844.885,3668.785,11266.171,8451.659,11625.83,10291.131,7465.654,12102.48,31487.879,86779.681,78827.825,84549.106,90875.938,162571.335,302537.574,801935.714,915699.494,525117.179,784359.736,1699117.414,1137643.74,954281.603,815468.646,338478.864,368116.552,316925.319,430853.257,443488.588,508643.875,867635.71
China,Turks and Caicos Isl.,Export,  All Products,Export (US$ Thousand),133.406,362.93,174.954,19.623,18,102.506,96.787,107.289,79.147,3.25,,23.055,1.919,247.81,738.703,926.168,1380.139,406.004,424.119,399.755,296.315,377.998,1085.92,744.662,888.356,2714.649,3006.764,3024.678,3310.827,4961.401,9960.055
China,Tuvalu,Export,  All Products,Export (US$ Thousand),47.112,28.108,,65.523,23.136,16.962,80.589,3.674,,,2.596,67.03,2243.637,6349.042,10881.678,6643.995,46250.585,6058.314,8417.466,14939.184,143449.251,7534.18,4644.545,11873.625,5625.114,18346.663,12424.857,21737.807,16141.022,46425.099,33200.789
China,Uganda,Export,  All Products,Export (US$ Thousand),7096.674,6234.554,8724.875,12837.663,7953.165,9927.608,10778.507,10631.5,14403.852,16240.307,28059.393,51388.917,76427.06,79366.34,137801.795,202945.426,230100.406,231172.136,257526.058,359381.703,495142.823,452212.523,486568.959,553400.101,823682.295,777367.201,706396.348,740648.831,790287.287,997227.006,1076902.764
China,Ukraine,Export,  All Products,Export (US$ Thousand),89317.464,94361.48,94562.496,73433.066,58531.866,101032.75,90079.979,80982.724,136430.585,247157.506,527447.146,928552.12,1443292.216,2492520.532,3722129.093,5921158.953,7566283.427,3603782.079,5563830.973,7147075.079,7324648.972,7849224.932,5106228.655,3515713.254,4216952.797,5040644.515,7018501.72,7399574.556,6877930.394,9285327.033,3300422.461
China,UAE,Export,  All Products,Export (US$ Thousand),542953.728,711394.752,864720.64,1101085.285,1076876.963,1301152.656,1291306.362,1443757.159,2078437.246,2377322.092,3450903.775,5036996.813,6841135.192,8729838.759,11404780.33,17104968.13,23643689.55,18632295.51,21235460.53,26812847.75,29568342.62,33411294.71,39034507.15,37020164.37,30066955.63,28723965.34,29651248.09,33412894.76,32310092.21,43077732.96,53861686.82
China,United Kingdom,Export,  All Products,Export (US$ Thousand),922826.944,1928657.664,2413915.136,2797648.034,3200893.963,3815184.621,4631759.492,4880019.142,6310102.446,6780522.858,8059424.634,10823721.18,14966962.38,18976473.58,24163209.03,31666365.07,36072739.43,31277364.09,38767054.02,44122054.71,46296692.73,50942127.63,57141135.5,59567065.46,55664076.1,56713517.33,56542925.41,62425024.43,72561343.66,85409690.27,81544681.66
China,United States,Export,  All Products,Export (US$ Thousand),8599371.776,16972667.9,21474840.58,24728628.81,26705626.24,32740595.5,37983569.93,42004219.56,52156428.12,54355080.2,70050092.09,92626296.06,125148955.9,163180459,203801045.7,233168790,252843530.6,221295019.6,283780322.7,325010987.5,352438221,369063858.6,397099249.7,409979244.4,385677759.4,430328146.5,479278747.2,419322648.6,452492876.3,568174902.5,582756110
China,Unspecified,Export,  All Products,Export (US$ Thousand),92116.939,8001.344,8359.407,9498.646,8469.109,3328.454,4387.754,7537.147,13018.443,7997.916,16956.013,9923.651,12911.489,14306.486,16811.034,22200.618,15645.68,10085.53,9212.334,9316.274,13358.765,13539.706,17353.605,18735.12,1185583.784,30490.552,20584.241,44160.794,16977.648,20051.576,77545.375
China,Uruguay,Export,  All Products,Export (US$ Thousand),17896.252,31870.906,35312.328,47144.889,57427.878,87943.955,120443.424,142349.438,243019.549,188949.972,94954.073,127620.38,209550.889,282571.311,402431.508,626022.6,1027685.159,819613.136,1477574.983,2001564.357,2413268.772,2323633.647,2458490.309,1960565.013,1772730.911,2151523.503,2064424.755,1948990.863,1703048.066,2803896.108,2983076.967
China,Uzbekistan,Export,  All Products,Export (US$ Thousand),38868.416,42790.656,51456.036,47563.633,38150.734,61524.714,56887.685,27376.167,39432.215,50683.849,104374.114,146783.427,172442.158,230063.895,406153.766,764854.373,1277814.306,1560538.745,1181023.679,1359242.44,1783338.724,2613355.048,2678213.964,2228760.931,2007463.677,2749423.215,3944730.748,5032088.425,5138707.661,5810798.422,7504176.759
China,Vanuatu,Export,  All Products,Export (US$ Thousand),7034.532,1178.88,6819.704,1733.057,871.881,1151.689,1092.262,1205.032,1093.712,1150.885,1406.408,2885.211,7227.98,7798.112,18323.867,21289.047,34643.261,47441.992,22604.039,133859.903,133612.288,380482.794,180236.368,70308.779,63713.672,65585.242,63418.315,77252.088,72411.508,84813.714,96198.082
China,Venezuela,Export,  All Products,Export (US$ Thousand),59538.956,65294.952,47815.932,68718.637,52419.928,119031.855,170414.081,160685.583,256497.137,443348.809,332669.698,199236.842,595526.008,907853.237,1698020.719,2838504.532,3365980.685,2811265.348,3648586.662,6521892.436,9304090.752,6064501.091,5657421.107,5315771.972,2518912.818,1746405.111,1145790.083,1540075.399,1518839.399,2135270.123,3008993.854
China,Viet Nam,Export,  All Products,Export (US$ Thousand),106326.584,274617.472,341504.48,720263.446,842128.018,1079720.432,1028281.944,963833.903,1537258.771,1797775.199,2148380.455,3182739.191,4260028.135,5643899.032,7463355.015,11894983.63,15122132.63,16300914.5,23101555.93,29091568.15,34212586.98,48586298.2,63730014.14,66017019.78,61094096.78,71617248.16,83876687.84,97868882.17,113815239.4,136186466.9,146959899.8
China,Wallis and Futura Isl.,Export,  All Products,Export (US$ Thousand),,,,,,,,,,,,,,58.926,366.533,570.182,1149.011,207.51,280.142,563.034,201.224,713.823,1223.866,754.884,770.335,304.338,293.991,714.898,880.802,2428.025,2002.149
China,Western Sahara,Export,  All Products,Export (US$ Thousand),59.413,386.821,60.131,611.154,23.182,36.816,41.021,61.256,39.654,892.724,373.925,557.522,584.601,22.086,52.549,24.264,61.115,67.837,26.565,2.396,287.667,10.288,309.468,397.472,189.119,1785.424,43.844,71.95,1455.619,930.499,1382.473
China,Yemen,Export,  All Products,Export (US$ Thousand),74400.712,111732.928,84984.576,107886.794,106226.571,100455.401,106723.095,126723.036,176304.874,209691.78,305233.127,353381.305,457703.563,547095.963,802261.351,997907.591,1184583.997,1168418.833,1223859.123,1104281.308,1955098.652,2138817.02,2201314.09,1429967.84,1692345.314,1643037.967,1874607.943,2819028.984,2881276.798,2534002.377,2797612.532
China,Zambia,Export,  All Products,Export (US$ Thousand),5372.258,7209.988,9698.461,19647.379,9710.192,10682.875,22116.379,8381.682,32861.862,38835.925,37190.958,34875.032,51042.489,48495.054,102525.357,198265.136,264347.745,152029.661,301675.54,617335.086,697306.484,729692.436,725665.688,552068.957,489913.911,709467.936,969490.544,970348.92,681338.999,770777.61,979684.787
China,Zimbabwe,Export,  All Products,Export (US$ Thousand),27429.592,8746.276,21635.196,15284.721,18845.246,28173.857,104776.494,27243.567,31915.928,33264.697,32160.853,30265.722,113063.202,125369.781,136292.517,203346.668,133099.999,156284.658,315862.808,410277.768,430483.815,413825.611,403801.415,543323.04,387485.5,443819.338,445675.508,368804.693,524709.487,911436.596,1124586.945
United States, World,Export,  All Products,Export (US$ Thousand),447330091,464757162,512336855,582964674.6,622784142.7,687532542,680434596.8,692783783.5,781830672.8,729080421.1,693068306.7,724736583.4,814844394.2,901041411.3,1037029245,1162538150,1299898877,1056712078,1278099187,1481682202,1544932014,1577587252,1619742864,1501845864,1450906273,1545809598,1665302937,1644276221,1430253623,1753136708,2062089833
United States,Afghanistan,Export,  All Products,Export (US$ Thousand),3770.501,9458.413,5438.68,4062.173,16873.83,11484.192,7013.744,18027.547,8154.376,5824.142,80011.074,60758.887,150391.516,262153.213,417630.568,488783.023,481647.628,1511460.17,2151400.794,2921861.778,1521555.394,1409638.976,792389.357,478851.271,913874.351,942037.823,1226885.151,750615.209,670888.208,247405.234,21746.805
United States,Albania,Export,  All Products,Export (US$ Thousand),36173.06,34311.096,16030.637,13532.286,12045.317,3081.738,14861.671,24753.303,20943.322,15524.778,14810.034,9687.873,20094.075,18513.925,27631.235,33965.115,40031.06,47529.397,46432.35,47562.162,54082.29,74364.825,51280.186,30952.665,50293.415,62086.958,59200.123,85664.137,56900.545,97557.514,117843.396
United States,Algeria,Export,  All Products,Export (US$ Thousand),676592.448,897976.576,1191117.44,774819.136,631667.272,694949.663,650167.882,456325.959,861813.397,1037799.699,984414.8,487381.152,971581.705,1106190.448,1101823.722,1652508.92,1243239.469,1108769.026,1194325.446,1596975.135,1363163.393,1848703.921,2616993.205,1875734.479,2191261.625,1061823.305,1261067.304,999323.369,726286.705,783625.136,1200594.478
United States,Andorra,Export,  All Products,Export (US$ Thousand),15699.043,14603.27,4822.596,16445.43,24495.968,21458.989,22951.474,7802.713,10187.75,8233.544,10993.901,8190.542,11625.376,10549.473,8945.053,14300.155,15930.662,9426.362,7682.08,5161.272,2238.367,5796.907,3789.433,3336.817,2830.268,3285.167,3065.762,3350.386,3728.581,4690.223,3511.455
United States,Angola,Export,  All Products,Export (US$ Thousand),157602.56,168659.712,197438.656,259737.504,268200.561,280629.795,354302.499,252172.808,225296.801,275905.932,374047.169,490609.324,593896.743,929046.776,1550235.993,1280156.687,2116986.519,1422873.066,1293490.947,1503222.549,1490579.464,1443438.524,2039125.048,1166161.667,1249758.184,809493.487,525185.65,536171.052,470520.734,449394.999,651454.968
United States,Anguila,Export,  All Products,Export (US$ Thousand),10542.041,14264.866,12780.403,14576.606,12734.349,18178.97,16650.387,22177.165,29864.231,20098.417,19865.469,21489.983,20783.691,32186.758,42924.408,92637.203,81089.902,52934.466,35575.958,31193.536,27409.044,31037.512,63172.506,47602.633,42896.633,59398.299,115705.453,88572.809,47057.006,80976.841,86510.831
